year,race,position,number,driver,car,time,laps
2004,Malaysia,18,19, Pantano,Jordan Ford,1:39.902,3
2004,Malaysia,19,8, Alonso,Renault,,2
2004,Malaysia,20,10, Sato,BAR Honda,,2
2003,Australia,1,1, Schumacher,Ferrari,1:27.173,3
2003,Australia,2,2, Barrichello,Ferrari,1:27.418,3
2003,Australia,3,3, Montoya,Williams BMW,1:28.101,3
2003,Australia,4,10, Frentzen,Sauber Petronas,1:28.274,3
2003,Australia,5,20, Panis,Toyota,1:28.288,3
2003,Australia,6,16, Villeneuve,BAR Honda,1:28.420,3
2003,Australia,7,9, Heidfeld,Sauber Petronas,1:28.464,3
2003,Australia,8,17, Button,BAR Honda,1:28.682,3
2003,Australia,9,4, Schumacher,Williams BMW,1:28.830,3
2003,Australia,10,8, Alonso,Renault,1:28.928,3
2003,Australia,11,5, Coulthard,McLaren Mercedes,1:29.105,3
2003,Australia,12,7, Trulli,Renault,1:29.136,3
2003,Australia,13,11, Fisichella,Jordan Ford,1:29.344,3
2003,Australia,14,14, Webber,Jaguar Cosworth,1:29.367,3
2003,Australia,15,6, Räikkönen,McLaren Mercedes,1:29.470,3
2003,Australia,16,21, da Matta,Toyota,1:29.538,3
2003,Australia,17,12, Firman,Jordan Ford,1:31.242,3
2003,Australia,18,15, Pizzonia,Jaguar Cosworth,1:31.723,3
2003,Australia,NC,19, Verstappen,Minardi Cosworth,,2
2003,Australia,NC,18, Wilson,Minardi Cosworth,,2
2003,Malaysia,1,8, Alonso,Renault,1:37.044,3
2003,Malaysia,2,7, Trulli,Renault,1:37.217,3
2003,Malaysia,3,1, Schumacher,Ferrari,1:37.393,3
2003,Malaysia,4,5, Coulthard,McLaren Mercedes,1:37.454,3
2003,Malaysia,5,2, Barrichello,Ferrari,1:37.579,3
2003,Malaysia,6,9, Heidfeld,Sauber Petronas,1:37.766,3
2003,Malaysia,7,6, Räikkönen,McLaren Mercedes,1:37.858,3
2003,Malaysia,8,3, Montoya,Williams BMW,1:37.974,3
2003,Malaysia,9,17, Button,BAR Honda,1:38.073,3
2003,Malaysia,10,20, Panis,Toyota,1:38.094,3
2003,Malaysia,11,21, da Matta,Toyota,1:38.097,3
2003,Malaysia,12,16, Villeneuve,BAR Honda,1:38.289,3
2003,Malaysia,13,10, Frentzen,Sauber Petronas,1:38.291,3
2003,Malaysia,14,11, Fisichella,Jordan Ford,1:38.416,3
2003,Malaysia,15,15, Pizzonia,Jaguar Cosworth,1:38.516,3
2003,Malaysia,16,14, Webber,Jaguar Cosworth,1:38.624,3
2003,Malaysia,17,4, Schumacher,Williams BMW,1:38.789,3
2003,Malaysia,18,19, Verstappen,Minardi Cosworth,1:40.417,3
2003,Malaysia,19,18, Wilson,Minardi Cosworth,1:40.599,3
2003,Malaysia,20,12, Firman,Jordan Ford,1:40.910,3
2003,Brazil,1,2, Barrichello,Ferrari,1:13.807,3
2003,Brazil,2,5, Coulthard,McLaren Mercedes,1:13.818,3
2003,Brazil,3,14, Webber,Jaguar Cosworth,1:13.851,3
2003,Brazil,4,6, Räikkönen,McLaren Mercedes,1:13.866,3
2003,Brazil,5,7, Trulli,Renault,1:13.953,3
2003,Brazil,6,4, Schumacher,Williams BMW,1:14.124,3
2003,Brazil,7,1, Schumacher,Ferrari,1:14.130,3
2003,Brazil,8,11, Fisichella,Jordan Ford,1:14.191,3
2003,Brazil,9,3, Montoya,Williams BMW,1:14.223,3
2003,Brazil,10,8, Alonso,Renault,1:14.384,3
2003,Brazil,11,17, Button,BAR Honda,1:14.504,3
2003,Brazil,12,9, Heidfeld,Sauber Petronas,1:14.631,3
2003,Brazil,13,16, Villeneuve,BAR Honda,1:14.668,3
2003,Brazil,14,10, Frentzen,Sauber Petronas,1:14.839,3
2003,Brazil,15,20, Panis,Toyota,1:14.839,3
2003,Brazil,16,12, Firman,Jordan Ford,1:15.240,3
2003,Brazil,17,15, Pizzonia,Jaguar Cosworth,1:15.317,3
2003,Brazil,18,21, da Matta,Toyota,1:15.641,3
2003,Brazil,19,19, Verstappen,Minardi Cosworth,1:16.542,3
2003,Brazil,20,18, Wilson,Minardi Cosworth,1:16.586,3
2003,San Marino,1,1, Schumacher,Ferrari,1:22.327,3
2003,San Marino,2,4, Schumacher,Williams BMW,1:22.341,3
2003,San Marino,3,2, Barrichello,Ferrari,1:22.557,3
2003,San Marino,4,3, Montoya,Williams BMW,1:22.789,3
2003,San Marino,5,14, Webber,Jaguar Cosworth,1:23.015,3
2003,San Marino,6,6, Räikkönen,McLaren Mercedes,1:23.148,3
2003,San Marino,7,16, Villeneuve,BAR Honda,1:23.160,3
2003,San Marino,8,8, Alonso,Renault,1:23.169,3
2003,San Marino,9,17, Button,BAR Honda,1:23.381,3
2003,San Marino,10,20, Panis,Toyota,1:23.460,3
2003,San Marino,11,9, Heidfeld,Sauber Petronas,1:23.700,3
2003,San Marino,12,5, Coulthard,McLaren Mercedes,1:23.818,3
2003,San Marino,13,21, da Matta,Toyota,1:23.838,4
2003,San Marino,14,10, Frentzen,Sauber Petronas,1:23.932,3
2003,San Marino,15,15, Pizzonia,Jaguar Cosworth,1:24.147,3
2003,San Marino,16,7, Trulli,Renault,1:24.190,3
2003,San Marino,17,11, Fisichella,Jordan Ford,1:24.317,3
2003,San Marino,18,18, Wilson,Minardi Cosworth,1:25.826,3
2003,San Marino,19,12, Firman,Jordan Ford,1:26.357,3
2003,San Marino,20,19, Verstappen,Minardi Cosworth,,2
2003,Spain,1,1, Schumacher,Ferrari,1:17.762,3
2003,Spain,2,2, Barrichello,Ferrari,1:18.020,3
2003,Spain,3,8, Alonso,Renault,1:18.233,3
2003,Spain,4,7, Trulli,Renault,1:18.615,3
2003,Spain,5,17, Button,BAR Honda,1:18.704,3
2003,Spain,6,20, Panis,Toyota,1:18.811,3
2003,Spain,7,4, Schumacher,Williams BMW,1:19.006,3
2003,Spain,8,5, Coulthard,McLaren Mercedes,1:19.128,3
2003,Spain,9,3, Montoya,Williams BMW,1:19.377,3
2003,Spain,10,10, Frentzen,Sauber Petronas,1:19.427,3
2003,Spain,11,16, Villeneuve,BAR Honda,1:19.563,3
2003,Spain,12,14, Webber,Jaguar Cosworth,1:19.615,3
2003,Spain,13,21, da Matta,Toyota,1:19.623,3
2003,Spain,14,9, Heidfeld,Sauber Petronas,1:19.646,3
2003,Spain,15,12, Firman,Jordan Ford,1:20.215,3
2003,Spain,16,15, Pizzonia,Jaguar Cosworth,1:20.308,3
2003,Spain,17,11, Fisichella,Jordan Ford,1:20.976,3
2003,Spain,18,18, Wilson,Minardi Cosworth,1:22.104,3
2003,Spain,19,19, Verstappen,Minardi Cosworth,1:22.237,3
2003,Spain,20,6, Räikkönen,McLaren Mercedes,,2
2003,Austria,1,1, Schumacher,Ferrari,1:09.150,3
2003,Austria,2,6, Räikkönen,McLaren Mercedes,1:09.189,3
2003,Austria,3,3, Montoya,Williams BMW,1:09.391,3
2003,Austria,4,9, Heidfeld,Sauber Petronas,1:09.725,3
2003,Austria,5,2, Barrichello,Ferrari,1:09.784,3
2003,Austria,6,7, Trulli,Renault,1:09.890,3
2003,Austria,7,17, Button,BAR Honda,1:09.935,3
2003,Austria,8,15, Pizzonia,Jaguar Cosworth,1:10.045,3
2003,Austria,9,11, Fisichella,Jordan Ford,1:10.105,3
2003,Austria,10,4, Schumacher,Williams BMW,1:10.279,3
2003,Austria,11,20, Panis,Toyota,1:10.402,3
2003,Austria,12,16, Villeneuve,BAR Honda,1:10.618,3
2003,Austria,13,21, da Matta,Toyota,1:10.834,3
2003,Austria,14,5, Coulthard,McLaren Mercedes,1:10.893,3
2003,Austria,15,10, Frentzen,Sauber Petronas,1:11.307,3
2003,Austria,16,12, Firman,Jordan Ford,1:11.505,3
2003,Austria,17,14, Webber,Jaguar Cosworth,1:11.662,3
2003,Austria,18,18, Wilson,Minardi Cosworth,1:14.508,3
2003,Austria,19,8, Alonso,Renault,1:20.113,3
2003,Austria,20,19, Verstappen,Minardi Cosworth,,2
2003,Monaco,1,4, Schumacher,Williams BMW,1:15.259,3
2003,Monaco,2,6, Räikkönen,McLaren Mercedes,1:15.295,3
2003,Monaco,3,3, Montoya,Williams BMW,1:15.415,3
2003,Monaco,4,7, Trulli,Renault,1:15.500,3
2003,Monaco,5,1, Schumacher,Ferrari,1:15.644,3
2003,Monaco,6,5, Coulthard,McLaren Mercedes,1:15.700,3
2003,Monaco,7,2, Barrichello,Ferrari,1:15.820,3
2003,Monaco,8,8, Alonso,Renault,1:15.884,3
2003,Monaco,9,14, Webber,Jaguar Cosworth,1:16.237,3
2003,Monaco,10,21, da Matta,Toyota,1:16.744,3
2003,Monaco,11,16, Villeneuve,BAR Honda,1:16.755,3
2003,Monaco,12,11, Fisichella,Jordan Ford,1:16.967,3
2003,Monaco,13,15, Pizzonia,Jaguar Cosworth,1:17.103,3
2003,Monaco,14,9, Heidfeld,Sauber Petronas,1:17.176,3
2003,Monaco,15,10, Frentzen,Sauber Petronas,1:17.402,3
2003,Monaco,16,12, Firman,Jordan Ford,1:17.452,3
2003,Monaco,17,20, Panis,Toyota,1:17.464,3
2003,Monaco,18,19, Verstappen,Minardi Cosworth,1:18.706,3
2003,Monaco,19,18, Wilson,Minardi Cosworth,1:20.063,3
2003,Canada,1,4, Schumacher,Williams BMW,1:15.529,3
2003,Canada,2,3, Montoya,Williams BMW,1:15.923,3
2003,Canada,3,1, Schumacher,Ferrari,1:16.047,3
2003,Canada,4,8, Alonso,Renault,1:16.048,3
2003,Canada,5,2, Barrichello,Ferrari,1:16.143,3
2003,Canada,6,14, Webber,Jaguar Cosworth,1:16.182,3
2003,Canada,7,20, Panis,Toyota,1:16.598,3
2003,Canada,8,7, Trulli,Renault,1:16.718,3
2003,Canada,9,21, da Matta,Toyota,1:16.826,3
2003,Canada,10,10, Frentzen,Sauber Petronas,1:16.939,3
2003,Canada,11,5, Coulthard,McLaren Mercedes,1:17.024,3
2003,Canada,12,9, Heidfeld,Sauber Petronas,1:17.086,3
2003,Canada,13,15, Pizzonia,Jaguar Cosworth,1:17.337,3
2003,Canada,14,16, Villeneuve,BAR Honda,1:17.347,3
2003,Canada,15,19, Verstappen,Minardi Cosworth,1:18.014,3
2003,Canada,16,11, Fisichella,Jordan Ford,1:18.036,3
2003,Canada,17,17, Button,BAR Honda,1:18.205,3
2003,Canada,18,18, Wilson,Minardi Cosworth,1:18.560,3
2003,Canada,19,12, Firman,Jordan Ford,1:18.692,3
2003,Canada,20,6, Räikkönen,McLaren Mercedes,,2
2003,Europe,1,6, Räikkönen,McLaren Mercedes,1:31.523,3
2003,Europe,2,1, Schumacher,Ferrari,1:31.555,3
2003,Europe,3,4, Schumacher,Williams BMW,1:31.619,3
2003,Europe,4,3, Montoya,Williams BMW,1:31.765,3
2003,Europe,5,2, Barrichello,Ferrari,1:31.780,3
2003,Europe,6,7, Trulli,Renault,1:31.976,3
2003,Europe,7,20, Panis,Toyota,1:32.350,3
2003,Europe,8,8, Alonso,Renault,1:32.424,3
2003,Europe,9,5, Coulthard,McLaren Mercedes,1:32.742,3
2003,Europe,10,21, da Matta,Toyota,1:32.949,3
2003,Europe,11,14, Webber,Jaguar Cosworth,1:33.066,3
2003,Europe,12,17, Button,BAR Honda,1:33.395,3
2003,Europe,13,11, Fisichella,Jordan Ford,1:33.553,3
2003,Europe,14,12, Firman,Jordan Ford,1:33.827,3
2003,Europe,15,10, Frentzen,Sauber Petronas,1:34.000,3
2003,Europe,16,15, Pizzonia,Jaguar Cosworth,1:34.159,3
2003,Europe,17,16, Villeneuve,BAR Honda,1:34.596,3
2003,Europe,18,19, Verstappen,Minardi Cosworth,1:36.318,3
2003,Europe,19,18, Wilson,Minardi Cosworth,1:36.485,3
2003,Europe,20,9, Heidfeld,Sauber Petronas,,2
2003,France,1,4, Schumacher,Williams BMW,1:15.019,3
2003,France,2,3, Montoya,Williams BMW,1:15.136,3
2003,France,3,1, Schumacher,Ferrari,1:15.480,3
2003,France,4,6, Räikkönen,McLaren Mercedes,1:15.533,3
2003,France,5,5, Coulthard,McLaren Mercedes,1:15.628,3
2003,France,6,7, Trulli,Renault,1:15.967,3
2003,France,7,8, Alonso,Renault,1:16.087,3
2003,France,8,2, Barrichello,Ferrari,1:16.166,3
2003,France,9,14, Webber,Jaguar Cosworth,1:16.308,3
2003,France,10,20, Panis,Toyota,1:16.345,3
2003,France,11,15, Pizzonia,Jaguar Cosworth,1:16.965,3
2003,France,12,16, Villeneuve,BAR Honda,1:16.990,3
2003,France,13,21, da Matta,Toyota,1:17.068,3
2003,France,14,17, Button,BAR Honda,1:17.077,3
2003,France,15,9, Heidfeld,Sauber Petronas,1:17.445,3
2003,France,16,10, Frentzen,Sauber Petronas,1:17.562,3
2003,France,17,11, Fisichella,Jordan Ford,1:18.431,3
2003,France,18,12, Firman,Jordan Ford,1:18.514,3
2003,France,19,19, Verstappen,Minardi Cosworth,1:18.709,3
2003,France,20,18, Wilson,Minardi Cosworth,1:19.619,3
2003,Great Britain,1,2, Barrichello,Ferrari,1:21.209,3
2003,Great Britain,2,7, Trulli,Renault,1:21.381,3
2003,Great Britain,3,6, Räikkönen,McLaren Mercedes,1:21.695,3
2003,Great Britain,4,4, Schumacher,Williams BMW,1:21.727,3
2003,Great Britain,5,1, Schumacher,Ferrari,1:21.867,3
2003,Great Britain,6,21, da Matta,Toyota,1:22.081,3
2003,Great Britain,7,3, Montoya,Williams BMW,1:22.214,3
2003,Great Britain,8,8, Alonso,Renault,1:22.404,3
2003,Great Britain,9,16, Villeneuve,BAR Honda,1:22.591,3
2003,Great Britain,10,15, Pizzonia,Jaguar Cosworth,1:22.634,3
2003,Great Britain,11,14, Webber,Jaguar Cosworth,1:22.647,3
2003,Great Britain,12,5, Coulthard,McLaren Mercedes,1:22.811,3
2003,Great Britain,13,20, Panis,Toyota,1:23.042,3
2003,Great Britain,14,10, Frentzen,Sauber Petronas,1:23.187,3
2003,Great Britain,15,11, Fisichella,Jordan Ford,1:23.574,3
2003,Great Britain,16,9, Heidfeld,Sauber Petronas,1:23.844,3
2003,Great Britain,17,12, Firman,Jordan Ford,1:24.385,3
2003,Great Britain,18,18, Wilson,Minardi Cosworth,1:25.468,3
2003,Great Britain,19,19, Verstappen,Minardi Cosworth,1:25.759,3
2003,Great Britain,20,17, Button,BAR Honda,,2
2003,Germany,1,3, Montoya,Williams BMW,1:15.167,3
2003,Germany,2,4, Schumacher,Williams BMW,1:15.185,3
2003,Germany,3,2, Barrichello,Ferrari,1:15.488,3
2003,Germany,4,7, Trulli,Renault,1:15.679,3
2003,Germany,5,6, Räikkönen,McLaren Mercedes,1:15.874,3
2003,Germany,6,1, Schumacher,Ferrari,1:15.898,3
2003,Germany,7,20, Panis,Toyota,1:16.034,3
2003,Germany,8,8, Alonso,Renault,1:16.483,3
2003,Germany,9,21, da Matta,Toyota,1:16.550,3
2003,Germany,10,5, Coulthard,McLaren Mercedes,1:16.666,3
2003,Germany,11,14, Webber,Jaguar Cosworth,1:16.775,3
2003,Germany,12,11, Fisichella,Jordan Ford,1:16.831,3
2003,Germany,13,16, Villeneuve,BAR Honda,1:17.090,3
2003,Germany,14,10, Frentzen,Sauber Petronas,1:17.169,3
2003,Germany,15,9, Heidfeld,Sauber Petronas,1:17.557,3
2003,Germany,16,15, Wilson,Jaguar Cosworth,1:18.021,3
2003,Germany,17,17, Button,BAR Honda,1:18.085,3
2003,Germany,18,12, Firman,Jordan Ford,1:18.341,3
2003,Germany,19,19, Verstappen,Minardi Cosworth,1:19.023,3
2003,Germany,20,18, Kiesa,Minardi Cosworth,1:19.174,3
2003,Hungary,1,8, Alonso,Renault,1:21.688,3
2003,Hungary,2,4, Schumacher,Williams BMW,1:21.944,3
2003,Hungary,3,14, Webber,Jaguar Cosworth,1:22.027,3
2003,Hungary,4,3, Montoya,Williams BMW,1:22.180,3
2003,Hungary,5,2, Barrichello,Ferrari,1:22.180,3
2003,Hungary,6,7, Trulli,Renault,1:22.610,3
2003,Hungary,7,6, Räikkönen,McLaren Mercedes,1:22.742,3
2003,Hungary,8,1, Schumacher,Ferrari,1:22.755,3
2003,Hungary,9,5, Coulthard,McLaren Mercedes,1:23.060,3
2003,Hungary,10,20, Panis,Toyota,1:23.369,3
2003,Hungary,11,9, Heidfeld,Sauber Petronas,1:23.621,3
2003,Hungary,12,15, Wilson,Jaguar Cosworth,1:23.660,3
2003,Hungary,13,11, Fisichella,Jordan Ford,1:23.726,3
2003,Hungary,14,17, Button,BAR Honda,1:23.847,3
2003,Hungary,15,21, da Matta,Toyota,1:23.982,3
2003,Hungary,16,16, Villeneuve,BAR Honda,1:24.100,3
2003,Hungary,17,10, Frentzen,Sauber Petronas,1:24.569,3
2003,Hungary,18,19, Verstappen,Minardi Cosworth,1:26.423,3
2003,Hungary,19,12, Baumgartner,Jordan Ford,1:26.678,3
2003,Hungary,20,18, Kiesa,Minardi Cosworth,1:28.907,3
2003,Italy,1,1, Schumacher,Ferrari,1:20.963,3
2003,Italy,2,3, Montoya,Williams BMW,1:21.014,3
2003,Italy,3,2, Barrichello,Ferrari,1:21.242,3
2003,Italy,4,6, Räikkönen,McLaren Mercedes,1:21.466,3
2003,Italy,5,4, Gene,Williams BMW,1:21.834,3
2003,Italy,6,7, Trulli,Renault,1:21.944,3
2003,Italy,7,17, Button,BAR Honda,1:22.301,3
2003,Italy,8,5, Coulthard,McLaren Mercedes,1:22.471,3
2003,Italy,9,20, Panis,Toyota,1:22.488,3
2003,Italy,10,16, Villeneuve,BAR Honda,1:22.717,3
2003,Italy,11,14, Webber,Jaguar Cosworth,1:22.754,3
2003,Italy,12,21, da Matta,Toyota,1:22.914,3
2003,Italy,13,11, Fisichella,Jordan Ford,1:22.992,3
2003,Italy,14,10, Frentzen,Sauber Petronas,1:23.216,3
2003,Italy,15,15, Wilson,Jaguar Cosworth,1:23.484,3
2003,Italy,16,9, Heidfeld,Sauber Petronas,1:23.803,3
2003,Italy,17,19, Verstappen,Minardi Cosworth,1:25.078,3
2003,Italy,18,12, Baumgartner,Jordan Ford,1:25.881,3
2003,Italy,19,18, Kiesa,Minardi Cosworth,1:26.778,3
2003,Italy,20,8, Alonso,Renault,1:40.405,3
2003,United States,1,6, Räikkönen,McLaren Mercedes,1:11.670,3
2003,United States,2,2, Barrichello,Ferrari,1:11.794,3
2003,United States,3,20, Panis,Toyota,1:11.920,3
2003,United States,4,3, Montoya,Williams BMW,1:11.948,3
2003,United States,5,4, Schumacher,Williams BMW,1:12.078,3
2003,United States,6,8, Alonso,Renault,1:12.087,3
2003,United States,7,1, Schumacher,Ferrari,1:12.194,3
2003,United States,8,5, Coulthard,McLaren Mercedes,1:12.297,3
2003,United States,9,21, da Matta,Toyota,1:12.326,3
2003,United States,10,7, Trulli,Renault,1:12.566,3
2003,United States,11,17, Button,BAR Honda,1:12.695,3
2003,United States,12,16, Villeneuve,BAR Honda,1:13.050,3
2003,United States,13,9, Heidfeld,Sauber Petronas,1:13.083,3
2003,United States,14,14, Webber,Jaguar Cosworth,1:13.269,3
2003,United States,15,10, Frentzen,Sauber Petronas,1:13.447,3
2003,United States,16,15, Wilson,Jaguar Cosworth,1:13.585,3
2003,United States,17,11, Fisichella,Jordan Ford,1:13.798,3
2003,United States,18,12, Firman,Jordan Ford,1:14.027,3
2003,United States,19,19, Verstappen,Minardi Cosworth,1:15.360,3
2003,United States,20,18, Kiesa,Minardi Cosworth,1:15.644,3
2003,Japan,1,2, Barrichello,Ferrari,1:31.713,3
2003,Japan,2,3, Montoya,Williams BMW,1:32.412,3
2003,Japan,3,21, da Matta,Toyota,1:32.419,3
2003,Japan,4,20, Panis,Toyota,1:32.862,3
2003,Japan,5,8, Alonso,Renault,1:33.044,3
2003,Japan,6,14, Webber,Jaguar Cosworth,1:33.106,3
2003,Japan,7,5, Coulthard,McLaren Mercedes,1:33.137,3
2003,Japan,8,6, Räikkönen,McLaren Mercedes,1:33.272,3
2003,Japan,9,17, Button,BAR Honda,1:33.474,3
2003,Japan,10,15, Wilson,Jaguar Cosworth,1:33.558,3
2003,Japan,11,9, Heidfeld,Sauber Petronas,1:33.632,3
2003,Japan,12,10, Frentzen,Sauber Petronas,1:33.896,3
2003,Japan,13,16, Sato,BAR Honda,1:33.924,3
2003,Japan,14,1, Schumacher,Ferrari,1:34.302,3
2003,Japan,15,12, Firman,Jordan Ford,1:34.771,3
2003,Japan,16,11, Fisichella,Jordan Ford,1:34.912,3
2003,Japan,17,19, Verstappen,Minardi Cosworth,1:34.975,3
2003,Japan,18,18, Kiesa,Minardi Cosworth,1:37.226,3
2003,Japan,19,4, Schumacher,Williams BMW,,2
2003,Japan,20,7, Trulli,Renault,,1
1995,Brazil,1,1, Schumacher,Benetton Renault,1:20.382,12
1995,Brazil,2,6, Coulthard,Williams Renault,1:20.422,11
1995,Brazil,3,5, Hill,Williams Renault,1:20.429,12
1995,Brazil,4,2, Herbert,Benetton Renault,1:20.888,12
1995,Brazil,5,28, Berger,Ferrari,1:20.906,7
1995,Brazil,6,27, Alesi,Ferrari,1:21.041,12
1995,Brazil,7,8, Hakkinen,McLaren Mercedes,1:21.399,12
1995,Brazil,8,15, Irvine,Jordan Peugeot,1:21.749,10
1995,Brazil,9,7, Blundell,McLaren Mercedes,1:21.779,10
1995,Brazil,10,26, Panis,Ligier Mugen Honda,1:21.914,12
1995,Brazil,11,3, Katayama,Tyrrell Yamaha,1:22.325,10
1995,Brazil,12,4, Salo,Tyrrell Yamaha,1:22.416,12
1995,Brazil,13,9, Morbidelli,Footwork Hart,1:22.468,10
1995,Brazil,14,30, Frentzen,Sauber Ford,1:22.872,10
1995,Brazil,15,25, Suzuki,Ligier Mugen Honda,1:22.971,11
1995,Brazil,16,14, Barrichello,Jordan Peugeot,1:22.975,5
1995,Brazil,17,23, Martini,Minardi Ford,1:24.383,11
1995,Brazil,18,16, Gachot,Pacific Ilmor,1:25.127,11
1995,Brazil,19,29, Wendlinger,Sauber Ford,1:25.161,11
1995,Brazil,20,24, Badoer,Minardi Ford,1:25.205,4
1995,Brazil,21,10, Inoue,Footwork Hart,1:25.225,12
1995,Brazil,22,17, Montermini,Pacific Ilmor,1:25.886,12
1995,Brazil,23,22, Moreno,Forti Ford,1:26.269,12
1995,Brazil,24,12, Verstappen,Simtek Ford,1:26.323,6
1995,Brazil,25,21, Diniz,Forti Ford,1:27.792,7
1995,Brazil,26,11, Schiattarella,Simtek Ford,1:28.106,2
1995,Argentina,1,6, Coulthard,Williams Renault,1:53.241,6
